cant_registros,costo_total,costo_promedio,duracion_promedio,distancia_promedio,dia,barrio_abordaje,barrio_destino
6528,818856.27000000025,125.43754136029416,34.168198529411768,17.566678921568631,2024-02-01,Manhattan,EWR
78,6025.5600000000013,77.250769230769251,34.025641025641029,14.699230769230768,2022-08-01,Staten Island,Manhattan
21,1743.4300000000001,83.020476190476188,29.80952380952381,19.890476190476189,2023-04-01,Bronx,Staten Island
8,672.46999999999991,84.058749999999989,23.875,14.363750000000001,2022-03-01,EWR,Manhattan
1430,45130.020000000019,31.559454545454557,27.222377622377621,5.1428951048951062,2022-05-01,Bronx,Manhattan
10727,248494.03000000003,23.165286659830336,15.696000745781673,2.6434287312389304,2023-03-01,Brooklyn,Brooklyn
388,24163.339999999997,62.276649484536073,31.711340206185568,12.016005154639172,2022-09-01,Bronx,Brooklyn
10137,522057.2300000001,51.500170661931548,18.321100917431192,6.1218427542665506,2023-05-01,Manhattan,Unknown
9565,949142.76000000036,99.230816518557276,28.221641400940932,16.62546262415054,2023-08-01,Queens,Unknown
8146,389502.14999999997,47.815142401178491,27.080162042720353,8.5714927571814385,2023-11-01,Manhattan,Bronx
9982,489989.22999999998,49.087280104187535,17.165798437186936,5.7076387497495524,2023-08-01,Manhattan,Unknown
3242,162085.82000000004,49.995626156693412,29.535780382479949,9.5896699568167847,2023-10-01,Brooklyn,Queens
8467,384895.53000000003,45.458312271170428,26.700366127317821,8.4023751033423899,2024-02-01,Manhattan,Bronx
242,26242.269999999997,108.43913223140494,37.049586776859506,18.628016528925617,2024-02-01,Manhattan,Staten Island
88,5166.1100000000042,58.705795454545502,31.863636363636363,15.401818181818184,2022-05-01,Brooklyn,Staten Island
271,33906.399999999987,125.11586715867153,36.981549815498155,26.141992619926203,2024-02-01,Queens,Staten Island
47,3699.3800000000001,78.710212765957451,11.085106382978724,6.2291489361702128,2023-06-01,EWR,Unknown
2,83.549999999999997,41.774999999999999,10,3.3999999999999999,2023-04-01,Staten Island,Unknown
2665422,44242597.689992912,16.598721587048097,12.624597155722434,2.0109206234509966,2022-11-01,Manhattan,Manhattan
9755,448366.39000000007,45.962725781650441,16.537467965146078,5.3184049205535606,2023-03-01,Manhattan,Unknown
184066,11236452.760000071,61.045781187183245,31.817560005650147,14.392807960188195,2022-05-01,Queens,Manhattan
83310,2750867.8099999903,33.019659224582767,25.856295762813588,6.5019262993638218,2022-05-01,Manhattan,Brooklyn
8573,840874.48000000021,98.084040592558054,34.703604339204482,17.350982153271897,2022-04-01,Manhattan,EWR
6408,788496.07999999996,123.04870162297128,34.72955680399501,17.584734706616718,2023-01-01,Manhattan,EWR
7454,736429.43999999983,98.796544137375889,27.656291923799301,16.457988999195074,2023-03-01,Queens,Unknown
2104,54771.330000000009,26.032000950570346,16.339353612167301,2.4986882129277563,2023-01-01,Bronx,Bronx
559,28610.879999999986,51.182254025044699,31.490161001788909,11.356529516994632,2023-12-01,Bronx,Queens
5169,410041.39999999997,79.327026504159406,30.998452311859161,15.76110079319017,2024-02-01,Queens,Bronx
2,180.19999999999999,90.099999999999994,34.5,7.2300000000000004,2022-12-01,EWR,Queens
2,229.12,114.56,29,17.93,2023-04-01,EWR,Brooklyn
4152,401349.46000000025,96.664128131021258,34.512283236994222,17.312333815028889,2022-02-01,Manhattan,EWR
20683,588746.96000000078,28.465259391771056,11.89967606246676,3.0854982352656752,2022-04-01,Unknown,Unknown
2015,44334.279999999992,22.002124069478903,15.196526054590571,2.2874987593052101,2022-04-01,Bronx,Bronx
6100,354983.1799999997,58.193963934426179,30.427540983606558,15.729547540983615,2022-04-01,Queens,Bronx
423,61364.159999999982,145.06893617021271,33.907801418439718,33.180614657210398,2022-04-01,Queens,EWR
6190,349085.4599999999,56.395066235864284,17.658158319870758,7.1508222940226176,2022-08-01,Manhattan,Unknown
429,34149.909999999989,79.603519813519782,35.04195804195804,16.308927738927746,2022-04-01,Manhattan,Staten Island
82,4813.8400000000011,58.705365853658549,15.292682926829269,1.6779268292682927,2022-09-01,Staten Island,Staten Island
9413,428327.58000000002,45.503832996919158,24.80006374163391,8.3667821098480832,2023-01-01,Manhattan,Bronx
9421,465252.52000000019,49.384621590064768,16.311219615752044,5.9309521282241793,2022-10-01,Manhattan,Unknown
381,34256.87999999999,89.913070866141709,36.015748031496067,25.584488188976369,2022-04-01,Queens,Staten Island
6051,475655.43999999977,78.607740869277762,30.066931085770946,15.888026772434303,2023-01-01,Queens,Bronx
153,10169.120000000003,66.464836601307212,18.098039215686274,8.3983660130718949,2023-04-01,Brooklyn,Unknown
415,19714.680000000004,47.5052530120482,20.56144578313253,8.9515421686747008,2023-04-01,Unknown,Queens
543,64530.049999999981,118.83987108655613,37.073664825046038,25.387771639042345,2023-07-01,Queens,Staten Island
89,10025.939999999999,112.65101123595504,35.584269662921351,17.878651685393255,2023-12-01,Brooklyn,EWR
9,524.96000000000004,58.328888888888891,25,7.2533333333333347,2022-12-01,EWR,Manhattan
7,879.2700000000001,125.61000000000001,17.285714285714285,17.027142857142856,2022-07-01,Staten Island,Unknown
6,385.76999999999998,64.295000000000002,25.166666666666668,5.0199999999999996,2023-10-01,Staten Island,Brooklyn
20215,652300.34000000102,32.268134553549395,12.003858520900321,3.248968587682413,2022-06-01,Unknown,Unknown
11916,308896.10000000003,25.922801275595841,9.7237327962403484,2.6844209466263851,2022-01-01,Unknown,Unknown
4826,277114.96999999986,57.421253626191429,29.67177786987153,15.546906340654782,2022-02-01,Queens,Bronx
231,20393.059999999998,88.281645021645005,34.978354978354979,25.35103896103897,2022-02-01,Queens,Staten Island
2308,69461.75999999998,30.096083188908135,14.989601386481802,3.9671620450606606,2023-04-01,Unknown,Manhattan
272,20986.989999999998,77.158051470588234,36.477941176470587,15.194007352941181,2022-02-01,Manhattan,Staten Island
106,5584.3000000000038,52.682075471698148,33.377358490566039,12.169433962264145,2022-09-01,Brooklyn,Staten Island
31,2621.5799999999999,84.567096774193544,23.161290322580644,19.027419354838713,2023-05-01,Bronx,Staten Island
3,375.68000000000001,125.22666666666667,30,17.530000000000001,2023-07-01,EWR,Brooklyn
13734,656719.33000000007,47.817047473423628,17.757972913936218,5.3455016746759894,2023-10-01,Manhattan,Unknown
361,22653.819999999989,62.752963988919639,32.05263157894737,12.393462603878122,2022-09-01,Brooklyn,Bronx
162,11737.899999999992,72.456172839506124,23.006172839506174,10.719444444444441,2023-07-01,Brooklyn,Unknown
636,31267.459999999992,49.162672955974827,30.863207547169811,11.085801886792449,2024-02-01,Bronx,Queens
12,541.43999999999994,45.119999999999997,21.583333333333332,5.4424999999999999,2023-09-01,Staten Island,Brooklyn
3,253.15000000000001,84.38333333333334,55.666666666666664,24.683333333333334,2023-12-01,Unknown,Staten Island
170167,10136699.020000039,59.569123390551859,31.716566666862551,14.110135513936308,2022-03-01,Queens,Manhattan
472,67790.169999999969,143.62324152542365,29.764830508474578,32.097457627118651,2022-08-01,Queens,EWR
2208,48732.689999999988,22.070964673913039,14.953351449275363,2.2952807971014488,2022-10-01,Bronx,Bronx
334,49804.499999999993,149.11526946107782,31.811377245508982,32.691526946107778,2022-10-01,Queens,EWR
91,10722.33,117.8278021978022,35.967032967032964,19.055054945054941,2023-11-01,Brooklyn,EWR
136,5037.8300000000008,37.042867647058827,12.551470588235293,3.8971323529411763,2022-02-01,Brooklyn,Unknown
9,739.30000000000007,82.144444444444446,25.333333333333332,16.444444444444443,2022-10-01,Bronx,Staten Island
14,1214.3499999999999,86.739285714285714,21.071428571428573,21.36428571428571,2022-08-01,Bronx,Staten Island
75,4284.0400000000009,57.120533333333348,32,15.695066666666666,2022-03-01,Brooklyn,Staten Island
44,3300.3500000000004,75.007954545454552,40.636363636363633,11.386363636363637,2023-02-01,Staten Island,Queens
492,44484.860000000001,90.416382113821143,35.321138211382113,26.367459349593489,2022-08-01,Queens,Staten Island
115,12246.319999999996,106.48973913043474,1.0434782608695652,0.096434782608695618,2022-09-01,EWR,Unknown
330,16776.21999999999,50.837030303030275,29.812121212121212,9.2486666666666615,2023-01-01,Bronx,Queens
53,2793.9900000000002,52.716792452830191,17.735849056603772,7.5047169811320762,2023-02-01,Bronx,Unknown
2409,74878.429999999993,31.082785388127849,15.071814030718141,4.2579202988792035,2023-07-01,Unknown,Manhattan
94,3275.0799999999999,34.841276595744681,5.1808510638297873,0.76265957446808497,2023-06-01,Staten Island,Staten Island
474,23977.829999999991,50.586139240506313,22.983122362869199,9.7325105485232051,2023-05-01,Unknown,Queens
3107,115225.31000000004,37.085712906340532,30.141615706469263,7.3711103958802697,2024-02-01,Bronx,Manhattan
52,4226.7600000000011,81.28384615384617,25.076923076923077,26.61538461538462,2023-06-01,Staten Island,Bronx
3,450.10000000000002,150.03333333333333,41.666666666666664,26.046666666666667,2022-12-01,Bronx,EWR
3,326.47999999999996,108.82666666666665,13,24.120000000000001,2023-08-01,EWR,Queens
1281,47250.429999999993,36.885581576893046,28.33567525370804,6.0726307572209208,2023-01-01,Bronx,Manhattan
7941,836901.09000000032,105.38988666414814,28.595894723586451,17.108428409520219,2023-09-01,Queens,Unknown
10662,533306.29000000015,50.019348152316653,18.001782029637965,5.6140348902644908,2023-09-01,Manhattan,Unknown
2,253.14999999999998,126.57499999999999,19,28.34,2023-03-01,EWR,Queens
57460,2518990.2399999993,43.839022624434378,26.592272885485556,6.3388609467455623,2024-02-01,Manhattan,Brooklyn
37030,2569343.8099999996,69.385466108560621,32.064866324601674,13.542076694571971,2024-02-01,Queens,Brooklyn
141,16654.920000000006,118.12000000000003,26.418439716312058,15.306028368794324,2023-02-01,Unknown,EWR
69,6236.5399999999972,90.384637681159376,32.89855072463768,14.744927536231884,2023-02-01,Staten Island,Manhattan
1,176.05000000000001,176.05000000000001,25,12.74,2022-05-01,Staten Island,EWR
1460,46848.039999999979,32.08769863013697,27.712328767123289,5.327452054794521,2022-04-01,Bronx,Manhattan
5199,193132.97000000003,37.148099634545112,19.559338334295056,8.355579919215236,2022-08-01,Unknown,Queens
252,13617.869999999999,54.039166666666659,14.115079365079366,5.3431746031746021,2022-10-01,Brooklyn,Unknown
182,11555.109999999999,63.489615384615377,15.543956043956044,8.148131868131868,2022-08-01,Brooklyn,Unknown
2374,76029.220000000016,32.025787700084251,16.242628475147431,4.2441996630160048,2023-05-01,Unknown,Manhattan
150,6112.7199999999984,40.751466666666659,14.76,7.1435333333333331,2023-09-01,Unknown,Bronx
85,5478.3500000000031,64.451176470588265,35.023529411764706,13.680941176470586,2023-03-01,Staten Island,Brooklyn
11,1329.6099999999999,120.87363636363635,39.454545454545453,17.470000000000002,2023-05-01,EWR,Manhattan
2,276.38,138.19,44.5,36.555,2022-08-01,EWR,Queens
7,826.11999999999989,118.01714285714284,37,15.114285714285716,2023-08-01,EWR,Manhattan
3,366.95000000000005,122.31666666666668,26.666666666666668,30.703333333333337,2022-10-01,EWR,Queens
1,111.3,111.3,20,14.94,2023-02-01,EWR,Staten Island
8366,282672.43000000005,33.788241692565151,11.06454697585465,2.5948207028448471,2024-01-01,Unknown,Unknown
81708,2694815.4799999897,32.981048122582727,25.688769765506439,6.4296286777304541,2022-04-01,Manhattan,Brooklyn
236,25554.810000000005,108.283093220339,36.915254237288138,18.652838983050849,2024-01-01,Manhattan,Staten Island
42882,2137871.5499999947,49.854753742829033,32.293129984608925,13.856487337344339,2022-04-01,Queens,Brooklyn
339,42741.190000000017,126.08020648967556,39.153392330383483,26.581858407079636,2024-01-01,Queens,Staten Island
64207,2738761.4000000008,42.655184014204075,25.052751257651035,6.3696620306197156,2023-01-01,Manhattan,Brooklyn
42828,2916681.399999999,68.102208835341344,30.945292799103392,13.532850471654065,2023-01-01,Queens,Brooklyn
9688,1211749.8200000008,125.07739677952114,34.584227910817503,17.748399050371585,2023-06-01,Manhattan,EWR
7,896.80999999999995,128.11571428571429,31.428571428571427,17.074285714285711,2023-03-01,EWR,Manhattan
32817,1619034.9999999974,49.335253070055074,31.744675015997807,13.813268427948932,2022-02-01,Queens,Brooklyn
20783,714041.69000000053,34.357007650483595,19.939036712697877,6.6860592792185916,2022-08-01,Unknown,Manhattan
11146,226734.05000000002,20.342190023326754,14.476673246007536,2.5593253184999112,2022-09-01,Brooklyn,Brooklyn
2565,63050.920000000006,24.581255360623786,17.325536062378166,2.6526822612085774,2023-07-01,Bronx,Bronx
518,27755.720000000001,53.582471042471042,22.150579150579151,9.718185328185335,2023-10-01,Unknown,Queens
47,3753.5100000000002,79.861914893617026,24.042553191489361,21.691063829787236,2023-07-01,Bronx,Staten Island
3,194.75,64.916666666666671,31,13.313333333333333,2022-05-01,EWR,Staten Island
13,1220.6399999999999,93.8953846153846,31.076923076923077,15.684615384615388,2022-08-01,EWR,Manhattan
10,721.45000000000005,72.14500000000001,25.699999999999999,14.398999999999997,2022-10-01,EWR,Manhattan
2,89.209999999999994,44.604999999999997,38.5,15.739999999999998,2024-01-01,Staten Island,Queens
11619,463546.62000000029,39.895569326103818,25.224718134090715,8.5387942163697375,2022-12-01,Manhattan,Bronx
5540,367265.07000000001,66.293333935018055,29.90451263537906,15.416693140794223,2022-12-01,Queens,Bronx
3726,176290.48999999996,47.313604401502943,29.289049919484704,9.8649463231347241,2023-12-01,Brooklyn,Queens
469,25304.920000000006,53.955053304904062,24.127931769722814,9.6755437100213264,2023-11-01,Unknown,Queens
292,14410.360000000004,49.350547945205491,23.886986301369863,9.6618150684931496,2023-12-01,Unknown,Brooklyn
1837,37655.590000000004,20.498415895481767,16.365269461077844,2.6505606967882422,2022-02-01,Bronx,Bronx
10005,998759.70999999973,99.826057971014464,33.943228385807096,17.310524737631191,2022-06-01,Manhattan,EWR
12864,454837.96000000025,35.357428482587082,26.059546019900498,8.3878420398009919,2022-06-01,Manhattan,Bronx
429,21356.480000000014,49.782004662004695,32.743589743589745,8.9725174825174836,2022-03-01,Bronx,Queens
7661,630105.18000000028,82.248424487664835,25.060044380629162,16.588722098942689,2022-09-01,Queens,Unknown
70,8299.7099999999991,118.5672857142857,17.842857142857142,11.035142857142858,2024-01-01,Unknown,EWR
434,43749.299999999996,100.80483870967741,0.19815668202764977,0.20587557603686638,2023-12-01,EWR,EWR
131,6223.0299999999979,47.504045801526701,19.145038167938932,8.7657251908396958,2023-03-01,Unknown,Bronx
12,1542.1299999999999,128.51083333333332,34.333333333333336,19.571666666666669,2023-10-01,EWR,Manhattan
2,276.04000000000002,138.02000000000001,26,28.185000000000002,2023-08-01,Bronx,EWR
4,366.89999999999998,91.724999999999994,20.75,21.442499999999999,2023-07-01,Staten Island,Unknown
1,188,188,42,26.77,2023-03-01,Bronx,EWR
6303,371190.83999999968,58.891137553545882,30.634301126447724,15.731207361573851,2022-06-01,Queens,Bronx
9611,386562.20000000007,40.220809489127049,26.138175007803557,6.1808511081052941,2023-12-01,Brooklyn,Manhattan
3353,100741.89999999995,30.045302713987461,15.526692514166418,3.5620668058455118,2023-11-01,Unknown,Manhattan
576,27443.569999999989,47.645086805555536,21.6875,9.7354687500000008,2023-07-01,Unknown,Queens
502,27037.159999999989,53.858884462151373,22.878486055776893,10.356334661354584,2023-09-01,Unknown,Queens
502,26043.929999999997,51.88033864541832,30.944223107569719,10.030717131474107,2023-11-01,Bronx,Queens
41,2636.9400000000005,64.315609756097572,36.073170731707314,15.655609756097562,2023-06-01,Staten Island,Brooklyn
2,355.58000000000004,177.79000000000002,13,37.995000000000005,2023-09-01,EWR,Queens
1,80.799999999999997,80.799999999999997,5,0.02,2022-02-01,Staten Island,Unknown
2,268.14999999999998,134.07499999999999,27,12.615,2022-10-01,Bronx,EWR
77021,2338120.8799999817,30.356927071837312,14.992898040794069,5.7796551589826164,2022-10-01,Queens,Queens
1536,50878.529999999992,33.124042968749997,28.38671875,5.4243424479166649,2022-03-01,Bronx,Manhattan
11922,414625.65000000026,34.778195772521407,25.582536487166582,8.4163529609125973,2022-07-01,Manhattan,Bronx
20371,608440.91000000085,29.867994207451812,11.646212753423985,3.2122703843699378,2022-07-01,Unknown,Unknown
135893,6824952.149999992,50.222985363484447,28.818460111999883,11.204035969475989,2022-10-01,Manhattan,Queens
2015,46237.019999999997,22.946411910669973,13.586104218362284,2.3329875930521093,2022-08-01,Bronx,Bronx
2866001,62015509.750000067,21.638341978945601,12.519893747420186,1.9604105406802006,2023-05-01,Manhattan,Manhattan
203697,16509544.800000103,81.049523557048474,32.072951491676363,13.971503998586131,2023-05-01,Queens,Manhattan
164303,13265229.530000057,80.736380528657762,33.09329714004005,14.156454051356326,2023-08-01,Queens,Manhattan
294,35544.269999999968,120.89887755102029,35.785714285714285,25.902312925170065,2023-02-01,Queens,Staten Island
367,35734.409999999982,97.368964577656627,35.460490463215258,17.286512261580384,2023-02-01,Manhattan,Staten Island
3330,144204.26999999999,43.304585585585585,28.297597597597598,9.5581621621621675,2024-02-01,Brooklyn,Queens
6,539.33000000000004,89.888333333333335,23.166666666666668,9.2300000000000004,2022-11-01,Staten Island,Unknown
3001566,49993670.659991093,16.655862526424905,12.651972003947273,2.0431383384539936,2022-10-01,Manhattan,Manhattan
42849,2141850.0299999942,49.985998039627397,32.017806716609492,13.904396835398728,2022-03-01,Queens,Brooklyn
78741,2587538.629999991,32.861388984137754,25.826862752568548,6.4636834685868854,2022-03-01,Manhattan,Brooklyn
3633,139707.20000000004,38.455050922102956,16.739058629232041,8.6563528764106827,2022-02-01,Unknown,Queens
348,17860.799999999996,51.324137931034471,30.071839080459771,9.23149425287356,2022-12-01,Bronx,Queens
77,5124.4000000000042,66.550649350649408,34.415584415584412,12.482857142857146,2022-06-01,Staten Island,Brooklyn
373,24020.349999999984,64.397721179624625,32.957104557640754,13.200857908847183,2023-04-01,Bronx,Brooklyn
104,5716.4800000000032,54.96615384615388,31.028846153846153,13.740192307692304,2022-10-01,Brooklyn,Staten Island
10,1173.8900000000001,117.38900000000001,29.800000000000001,14.839000000000002,2023-09-01,EWR,Manhattan
1,154.96000000000001,154.96000000000001,4,25.510000000000002,2023-02-01,EWR,Brooklyn
2564268,40954512.589993238,15.971229446373483,11.383768389263524,2.0578155247423422,2022-08-01,Manhattan,Manhattan
193305,11896089.620000098,61.540516903339785,32.404448927860116,14.573749049429667,2022-10-01,Queens,Manhattan
160306,9712840.4900000207,60.589375881127474,33.182413633925115,14.600325440095817,2022-08-01,Queens,Manhattan
374,18586.12999999999,49.69553475935826,29.930481283422459,8.4170053475935838,2022-06-01,Bronx,Queens
76194,2546046.5199999884,33.4153151166757,14.633619445100663,5.6913624432370025,2022-12-01,Queens,Queens
1579,74028.639999999985,46.883242558581372,27.60607979734009,8.9651298290057024,2023-01-01,Brooklyn,Queens
1993,121716.03999999998,61.07177119919718,28.259407927747116,11.168981435022586,2023-01-01,Unknown,Brooklyn
110,6471.3199999999997,58.830181818181813,19.209090909090911,8.1150909090909096,2023-02-01,Brooklyn,Unknown
9238,364668.84000000008,39.474869019268247,25.877570902792812,6.8212708378436862,2024-02-01,Brooklyn,Manhattan
30,1834.0799999999999,61.135999999999996,29.266666666666666,14.557333333333331,2022-01-01,Staten Island,Brooklyn
84,9573.6700000000019,113.97226190476192,37.297619047619051,17.028214285714288,2022-12-01,Brooklyn,EWR
12,850.25,70.854166666666671,34.25,4.8733333333333331,2022-05-01,Staten Island,Queens
3,434.55000000000001,144.84999999999999,28.333333333333332,25.666666666666668,2023-10-01,Bronx,EWR
6442,798815.14999999956,124.00110990375653,34.277708786091274,17.644837007140634,2024-01-01,Manhattan,EWR
11185,343560.60999999993,30.716192221725517,15.723826553419759,6.1673983012963793,2022-01-01,Unknown,Manhattan
359,18032.269999999997,50.229164345403888,29.50974930362117,8.9464902506963817,2022-01-01,Bronx,Queens
1504,53160.729999999996,35.346230053191483,28.269281914893618,5.9013829787234044,2022-12-01,Bronx,Manhattan
100,5637.6600000000026,56.376600000000025,29.41,12.686399999999999,2022-12-01,Brooklyn,Staten Island
384,24525.00999999998,63.867213541666615,32.2578125,13.321119791666673,2023-07-01,Bronx,Brooklyn
101,5503.5200000000013,54.490297029702987,16.138613861386137,9.5634653465346524,2022-05-01,Bronx,Unknown
109,3413.5600000000013,31.317064220183497,1.9174311926605505,0.33834862385321102,2023-04-01,Staten Island,Staten Island
168,7520.4500000000016,44.764583333333341,17.613095238095237,8.6043452380952399,2023-06-01,Unknown,Bronx
11,544.37,49.488181818181822,23,15.969090909090909,2023-06-01,Unknown,Staten Island
2896727,63888381.650000192,22.055368576327762,13.154945909642159,1.8715079950578692,2023-10-01,Manhattan,Manhattan
413,25395.759999999984,61.490944309927322,34.711864406779661,11.682615012106542,2022-02-01,Bronx,Brooklyn
2590,63023.12000000001,24.333250965250969,15.292277992277992,2.4991660231660227,2024-01-01,Bronx,Bronx
12954,406451.51999999984,31.376526169522915,24.349621738459163,5.5467515825227727,2022-04-01,Brooklyn,Manhattan
437,27320.739999999994,62.518855835240259,32.711670480549202,10.334691075514872,2022-04-01,Bronx,Brooklyn
178649,12169437.130000111,68.119256922793355,31.784784689530866,14.385286959344866,2022-12-01,Queens,Manhattan
72121,2657181.5399999926,36.843381816669108,26.058845551226412,6.6208539815033047,2022-12-01,Manhattan,Brooklyn
203,35474.62999999999,174.75187192118221,38.137931034482762,32.185517241379316,2024-01-01,Queens,EWR
287,30432.139999999985,106.03533101045291,20.986062717770036,12.644529616724732,2022-05-01,Unknown,EWR
97,8063.8700000000072,83.132680412371201,29.278350515463917,11.532886597938145,2022-05-01,Staten Island,Manhattan
6450,257127.42999999993,39.864717829457355,24.228217054263567,5.944345736434105,2023-01-01,Brooklyn,Manhattan
150,17454.829999999991,116.36553333333327,1.6000000000000001,0.98673333333333346,2022-10-01,EWR,Unknown
200148,16478080.950000077,82.329480934109142,32.84042808321842,14.030290884745284,2023-10-01,Queens,Manhattan
93,9744.4200000000001,104.77870967741936,32.56989247311828,17.115376344086023,2022-06-01,Brooklyn,EWR
77,4411.970000000003,57.298311688311728,34.051948051948052,11.29857142857143,2022-09-01,Staten Island,Brooklyn
27,2554.7400000000002,94.620000000000005,37.518518518518519,16.68,2022-01-01,Brooklyn,EWR
71081,2892741.7800000003,40.696413668912932,17.325684782149942,6.2216009904193843,2023-09-01,Queens,Queens
6234,494080.8600000001,79.255832531280092,30.510266281681105,15.955096246390761,2024-01-01,Queens,Bronx
