Nombre de la Estación,Tipo de Instalación,Latitude,Longitude,Barrio
Travelers Parking,No data,40.735094,-74.00187,Manhattan
Gotham Parking,No data,40.763212,-73.99629,Manhattan
New Systems,No data,40.7632,-73.960185,Manhattan
Minetta Garage,No data,40.73137973,-74.0007049,Manhattan
Strathmore,No data,40.775203,-73.950295,Manhattan
NYC Parking 200,No data,40.764578,-73.964757,Manhattan
Duford Studios,No data,40.778527,-73.9572042,Manhattan
Laureate Garage,No data,40.7820682,-73.9803779,Manhattan
Tunnel Garage,No data,40.745282,-73.975719,Manhattan
Icon Parking - Hudson,No data,40.728704,-74.00765,Manhattan
GMC Parking Garage - 200 Central,No data,40.766719,-73.979533,Manhattan
Discover 97 Parking LLC,No data,40.793416,-73.967719,Manhattan
iPark - 67th Street,No data,40.769134,-73.968707,Manhattan
GMC Vic Mar Parking,No data,40.779829,-73.960581,Manhattan
4 W 93rd St,No data,40.789958,-73.966488,Manhattan
iPark - Enterprise Parking,No data,40.748359,-73.972213,Manhattan
170 E End Ave,No data,40.775792,-73.944015,Manhattan
498 E 67th St,No data,40.763723,-73.956354,Manhattan
101 E 78th St,No data,40.774878,-73.960671,Manhattan
iPark - 59 Allen Street Garage,No data,40.717195,-73.991658,Brooklyn
Peninsula New York,No data,40.7616221,-73.9754656,Manhattan
Gramercy Plaza  - Parking Garage,No data,40.7362174,-73.98666508,Manhattan
277 Park Avenue,PARKING_GARAGE,40.7548972601546,-73.9741069536151,Manhattan
West 90th Garage Corp,PARKING_GARAGE,40.7893808473284,-73.9708225218492,Manhattan
115 Fort Washington Ave,No data,40.839756,-73.943345,Bronx
Highrise Parking,No data,40.777905,-73.982299,Manhattan
NYU NYU # 2,No data,40.728283,-73.997251,Manhattan
NYU NYU # 1,No data,40.72808,-73.99724,Manhattan
Central Parking - 109 E 58th Street,No data,40.762199,-73.969557,Manhattan
Central Parking - 350 E 30th Street,No data,40.741065,-73.975788,Manhattan
LIN-DAN RICK,No data,40.736148,-73.980154,Manhattan
LIN-DAN MORTY,No data,40.736161,-73.980267,Manhattan
1 WATERLINE STATION#8,No data,40.772871,-73.992514,Manhattan
1 WATERLINE STATION#3,No data,40.773005,-73.992868,Manhattan
1 WATERLINE STATION#2,No data,40.772952,-73.992622,Manhattan
1 WATERLINE STATION#1,No data,40.772896,-73.992536,Manhattan
1 WATERLINE STATION#5,No data,40.772904,-73.992514,Manhattan
1 WATERLINE STATION#4,No data,40.77292,-73.992546,Manhattan
1 WATERLINE STATION#6,No data,40.772912,-73.992589,Manhattan
WATERLINE 2W STATION 2,No data,40.7733,-73.991532,Manhattan
Icon Mercury Parking,No data,40.76324463,-73.98864745,Manhattan
SP+ - 200 Chambers Street Garage,No data,40.7163,-74.01258,Brooklyn
Eventi Hotel,No data,40.758681,-73.98135,Manhattan
125 W 76th Street,No data,40.7803975,-73.9777289,Manhattan
COLUMBIA 560 RSD - 2,No data,40.816698,-73.960577,Manhattan
Central Parking - 115 E 87th St,No data,40.780678,-73.956269,Manhattan
Bridge Towers Location 1,No data,40.848202,-73.935857,Bronx
Energy Plus Site 8,No data,40.781104,-73.984478,Manhattan
Prestige Parking Corp,No data,40.7565187377,-73.9610743999,Manhattan
First Avenue Parking,No data,40.745096,-73.971921,Manhattan
MPG Parking,No data,40.758967,-73.995189,Manhattan
Rapid Park - 204 W 101 st,PARKING_GARAGE,40.79743,-73.9687,Manhattan
Rapid Park - 205 W 101 st,PARKING_GARAGE,40.79766,-73.96838,Manhattan
411 West 55th St,PAY_GARAGE,40.76709,-73.98733,Manhattan
301 E. 79th St.,PAY_GARAGE,40.76939,-73.96546,Manhattan
550 W. 45th St.,PAY_GARAGE,40.7624,-73.99635,Manhattan
435 E. 55th St.,PAY_GARAGE,40.75657,-73.96226,Manhattan
420 E. 53rd St.,PAY_GARAGE,40.75527,-73.96386,Manhattan
449 East 49th Street,PAY_GARAGE,40.75267,-73.96482,Manhattan
337 E 64th St.,PAY_GARAGE,40.76327,-73.96024,Manhattan
4 W 21st St.,PAY_GARAGE,40.74057,-73.99147,Manhattan
210 W 76th St.,PAY_GARAGE,40.78126,-73.98044,Manhattan
142 E 31st St.,PAY_GARAGE,40.74415,-73.98046,Manhattan
44 W 62nd St.,PAY_GARAGE,40.7708,-73.98323,Manhattan
333 E 75th St.,PAY_GARAGE,40.7702,-73.95525,Manhattan
225 W 49th St,PAY_GARAGE,40.76154,-73.98518,Manhattan
11 East 86th Street,PAY_GARAGE,40.78147,-73.95986,Manhattan
110 East End Ave,PAY_GARAGE,40.77447,-73.94599,Manhattan
200 East End Ave,PAY_GARAGE,40.77729,-73.94355,Manhattan
55 East End Ave,PAY_GARAGE,40.772,-73.94639,Manhattan
305 East 80th Street,PAY_GARAGE,40.77397,-73.9539,Manhattan
231 E 94th Street,PAY_GARAGE,40.78351,-73.94888,Manhattan
203 E 71st St.,PAY_GARAGE,40.76894,-73.96047,Manhattan
181 E 73rd Street,PAY_GARAGE,40.77082,-73.96068,Manhattan
191 East 71st Street,PAY_GARAGE,40.76942,-73.76942,Queens
DOCK STATION 9,No data,40.761082,-73.968188,Manhattan
DOCK STATION 10,No data,40.757839,-73.984391,Manhattan
Lincoln Square Garage,No data,40.776152,-73.98282,Manhattan
320 Mason Ave,No data,40.5849843769658,-74.0880435921124,Staten Island
Delancey & Essex Municipal Parking Garage,PARKING_GARAGE,40.7193187,-73.9881965,Brooklyn
