dia,temperatura_max,temperatura_min,temperatura_promedio,tiempo_de_luz_solar,sumatoria_precipitaciones_totale,sumatoria_precipitaciones_luvias,sumatoria_precipitaciones_nevadas,horas_de_precipitaciones,velocidad_max_viento,velocidad_max_rafagas_viento,direccion_viento
2022-01-01 00:00:00+00:00,11.5725,7.4225,9.145416,33533.234,10.000001,10.000001,0.0,16.0,12.538134,20.519999,184.74841
2022-01-02 00:00:00+00:00,13.6225,7.4725,10.451667,33577.152,25.300001,25.300001,0.0,11.0,22.42427,48.96,316.60416
2022-01-03 00:00:00+00:00,6.1725,-2.9775,-0.012916654,33624.86,1.9000001,0.0,1.33,7.0,30.855171,55.8,355.08218
2022-01-04 00:00:00+00:00,0.6225,-6.5775,-3.592083,33676.88,0.0,0.0,0.0,0.0,25.364037,44.639996,321.59485
2022-01-05 00:00:00+00:00,6.9725,-2.1275,1.2329166,33733.184,0.3,0.3,0.0,3.0,22.97522,36.719997,213.14923
2022-01-06 00:00:00+00:00,4.5225,0.5225,2.2641668,33793.63,0.0,0.0,0.0,0.0,19.813087,37.079998,264.662
2022-01-07 00:00:00+00:00,0.072500005,-2.8274999,-1.1170832,33858.07,9.0,0.0,6.299999,11.0,25.49908,42.839996,319.58804
2022-01-08 00:00:00+00:00,-2.5774999,-8.9275,-5.852499,33926.367,0.0,0.0,0.0,0.0,24.033876,38.519997,286.5962
2022-01-09 00:00:00+00:00,3.5725,-5.7775,-1.1045835,33998.375,2.6,2.6,0.0,8.0,24.023088,40.32,212.41736
2022-01-10 00:00:00+00:00,4.0725,-4.0275,-0.2837499,34073.94,2.3999999,2.3999999,0.0,4.0,26.282465,45.0,295.21545
2022-01-11 00:00:00+00:00,-3.7775,-8.6775,-6.4504166,34152.93,0.0,0.0,0.0,0.0,28.001427,46.8,310.64166
2022-01-12 00:00:00+00:00,4.6225,-8.0275,-3.1900003,34235.2,0.0,0.0,0.0,0.0,21.986542,38.88,214.24036
2022-01-13 00:00:00+00:00,6.9225,-3.3274999,0.5183332,34320.61,0.0,0.0,0.0,0.0,10.464797,19.08,219.09383
2022-01-14 00:00:00+00:00,5.0725,-0.1275,1.9808334,34409.01,0.0,0.0,0.0,0.0,36.388508,61.199997,1.0720167
2022-01-15 00:00:00+00:00,-0.32750002,-11.0775,-7.062916,34500.27,0.0,0.0,0.0,0.0,26.009842,43.199997,343.24258
2022-01-16 00:00:00+00:00,0.47249997,-13.2275,-8.017083,34594.246,0.0,0.0,0.0,0.0,16.93531,32.039997,19.738062
2022-01-17 00:00:00+00:00,9.1725,-3.1275,3.2433336,34690.81,40.3,37.499996,1.9600002,15.0,54.010796,94.67999,149.93924
2022-01-18 00:00:00+00:00,2.0225,-3.2775,-0.24,34789.81,0.1,0.0,0.07,1.0,31.404713,56.88,288.435
2022-01-19 00:00:00+00:00,7.6225,-5.0775,0.19125004,34891.12,0.0,0.0,0.0,0.0,24.774696,42.12,213.18532
2022-01-20 00:00:00+00:00,5.2725,-3.8274999,2.1745832,34994.613,7.1,4.6000004,1.75,10.0,23.584808,39.96,296.0954
2022-01-21 00:00:00+00:00,-2.9775,-11.3775,-7.5650005,35100.152,0.0,0.0,0.0,0.0,23.319553,39.6,359.1468
2022-01-22 00:00:00+00:00,-1.4775,-12.1275,-7.4254165,35207.61,0.0,0.0,0.0,0.0,19.803272,33.12,6.2320194
2022-01-23 00:00:00+00:00,2.7725,-6.0775,-2.9254162,35317.082,0.0,0.0,0.0,0.0,14.386494,27.0,239.45946
2022-01-24 00:00:00+00:00,0.022499993,-2.8775,-1.5129169,35429.734,0.5,0.0,0.35,4.0,13.358861,30.960001,311.45514
2022-01-25 00:00:00+00:00,6.4225,-1.3774999,1.8391666,35545.59,0.0,0.0,0.0,0.0,17.114204,31.68,247.2731
2022-01-26 00:00:00+00:00,-1.5274999,-7.7775,-4.6962504,35664.46,0.0,0.0,0.0,0.0,21.566973,39.239998,328.26093
2022-01-27 00:00:00+00:00,-0.17750001,-9.3275,-5.7045827,35786.164,0.0,0.0,0.0,0.0,18.72346,34.56,152.54883
2022-01-28 00:00:00+00:00,0.67249995,-4.4775,-1.7212499,35910.508,1.3000001,0.0,0.90999997,9.0,13.779114,22.319998,224.56274
2022-01-29 00:00:00+00:00,-1.0275,-10.6275,-6.9795823,36037.32,19.800001,0.0,13.929998,23.0,43.893436,74.159996,344.89832
2022-01-30 00:00:00+00:00,-6.1775,-13.7275,-10.67125,36166.41,0.0,0.0,0.0,0.0,29.598919,47.519997,296.03055
2022-01-31 00:00:00+00:00,-3.3775,-17.4775,-10.704583,36297.61,0.0,0.0,0.0,0.0,11.525623,17.28,352.7218
2022-02-01 00:00:00+00:00,-1.5775,-13.4775,-8.354584,36430.75,0.0,0.0,0.0,0.0,13.392774,19.44,33.454582
2022-02-02 00:00:00+00:00,3.5225,-7.2275,-2.2566664,36565.66,0.0,0.0,0.0,0.0,11.113451,15.119999,66.958725
2022-02-03 00:00:00+00:00,6.8725,1.3725001,3.9704163,36702.164,7.8,7.8,0.0,13.0,13.551501,21.24,190.15764
2022-02-04 00:00:00+00:00,11.6725,-1.7774999,5.507917,36840.11,28.1,28.1,0.0,23.0,28.988384,64.079994,271.69083
2022-02-05 00:00:00+00:00,-1.7275,-5.8775,-3.4358332,36979.344,1.0,0.5,0.35,6.0,27.80403,49.32,325.8079
2022-02-06 00:00:00+00:00,-1.4275,-8.8275,-5.8587494,37119.688,0.0,0.0,0.0,0.0,16.78156,33.12,18.534283
2022-02-07 00:00:00+00:00,2.5725,-4.6775,-1.0441668,37261.016,2.7,2.0,0.49,10.0,14.264361,24.119999,15.813081
2022-02-08 00:00:00+00:00,8.0225,-0.52750003,2.8204167,37403.16,6.2000003,6.2000003,0.0,9.0,24.40046,41.039997,313.72095
2022-02-09 00:00:00+00:00,4.7725,-4.7775,-0.19416685,37545.98,0.0,0.0,0.0,0.0,17.555305,32.760002,222.7752
2022-02-10 00:00:00+00:00,11.0725,-0.47750002,3.8537502,37689.33,0.1,0.1,0.0,1.0,32.19938,52.56,232.07631
2022-02-11 00:00:00+00:00,12.1725,-3.6775,3.4954166,37833.074,0.0,0.0,0.0,0.0,27.219902,45.0,195.0726
2022-02-12 00:00:00+00:00,13.4225,6.5225,10.043334,37977.305,0.0,0.0,0.0,0.0,26.208395,41.760002,234.06601
2022-02-13 00:00:00+00:00,7.0225,-1.4775,1.5120832,38123.355,5.5999985,0.0,3.92,17.0,19.242327,30.960001,2.3983574
2022-02-14 00:00:00+00:00,-1.8275,-10.1775,-6.1691666,38271.312,0.1,0.0,0.07,1.0,27.609911,47.88,321.28445
2022-02-15 00:00:00+00:00,-0.2775,-9.2275,-5.779583,38421.023,0.0,0.0,0.0,0.0,13.479583,26.64,289.5251
2022-02-16 00:00:00+00:00,6.2225,-5.0275,-0.7087498,38572.324,0.0,0.0,0.0,0.0,21.2522,38.519997,186.40984
2022-02-17 00:00:00+00:00,16.9725,2.9225001,9.70375,38725.08,0.0,0.0,0.0,0.0,30.77105,50.399998,204.59598
2022-02-18 00:00:00+00:00,15.4225,0.27249998,9.039166,38879.13,14.8,14.8,0.0,9.0,44.63129,75.24,243.72197
2022-02-19 00:00:00+00:00,3.6225,-5.5775,-1.24625,39034.336,0.4,0.0,0.28,3.0,36.424103,61.920002,253.13681
2022-02-20 00:00:00+00:00,2.6725001,-6.5275,-3.0775003,39190.55,0.0,0.0,0.0,0.0,34.51685,57.239998,279.44028
2022-02-21 00:00:00+00:00,9.8725,-1.9775,2.0641668,39347.65,0.0,0.0,0.0,0.0,20.858265,34.56,199.1971
2022-02-22 00:00:00+00:00,14.3225,0.27249998,6.4766674,39505.48,1.7,1.7,0.0,6.0,30.962095,50.399998,164.21918
2022-02-23 00:00:00+00:00,18.9725,9.9225,14.389167,39663.918,3.4999995,3.4999995,0.0,5.0,40.66885,73.079994,232.7914
2022-02-24 00:00:00+00:00,8.2725,-1.7275,0.7204166,39822.824,0.0,0.0,0.0,0.0,26.260265,47.16,356.43506
2022-02-25 00:00:00+00:00,6.6725,-0.9775,1.06,39982.08,20.0,17.2,1.96,13.0,30.04221,51.48,15.385292
2022-02-26 00:00:00+00:00,3.0225,-6.5775,-1.7358336,40141.543,0.0,0.0,0.0,0.0,28.555965,48.6,317.53214
2022-02-27 00:00:00+00:00,8.0725,-3.7775,0.67041653,40301.098,0.0,0.0,0.0,0.0,33.151287,56.16,255.61008
2022-02-28 00:00:00+00:00,4.8725,-4.6775,-0.29,40460.613,0.0,0.0,0.0,0.0,25.35637,41.399998,321.9319
2022-03-01 00:00:00+00:00,5.9225,-3.7275,0.6287499,40619.97,0.2,0.2,0.0,2.0,24.590923,39.239998,158.9013
2022-03-02 00:00:00+00:00,10.5725,0.92249995,5.8016663,40779.043,0.0,0.0,0.0,0.0,17.414474,33.48,274.31293
2022-03-03 00:00:00+00:00,5.4225,0.072500005,3.7766674,40937.71,3.5000002,3.5000002,0.0,5.0,25.488914,43.56,297.11276
2022-03-04 00:00:00+00:00,3.2225,-7.1275,-2.6754167,41096.086,0.0,0.0,0.0,0.0,21.2522,39.239998,303.6596
2022-03-05 00:00:00+00:00,5.3725,-4.5275,0.22250009,41255.395,0.1,0.1,0.0,1.0,20.056877,33.12,201.57997
2022-03-06 00:00:00+00:00,19.4725,3.1225,9.822499,41415.76,2.0,2.0,0.0,8.0,31.569351,53.28,215.33086
2022-03-07 00:00:00+00:00,23.0225,11.0225,17.374582,41577.06,0.5,0.5,0.0,2.0,38.45939,61.56,227.27588
2022-03-08 00:00:00+00:00,18.8725,2.1225,7.720417,41739.18,3.1,3.1,0.0,2.0,38.84832,72.72,291.5201
2022-03-09 00:00:00+00:00,4.0725,0.9725,2.29125,41902.004,15.2,7.7,5.2500005,14.0,19.107151,31.68,74.94147
2022-03-10 00:00:00+00:00,8.7225,-1.9275,2.5683334,42065.43,0.2,0.2,0.0,1.0,17.373497,29.519999,344.95856
2022-03-11 00:00:00+00:00,10.5225,-0.7275,4.287083,42229.332,0.0,0.0,0.0,0.0,21.980644,39.239998,187.48415
2022-03-12 00:00:00+00:00,6.5225,-3.2775,2.5870836,42393.625,15.3,8.200001,4.9700003,11.0,37.05902,63.0,323.86902
2022-03-13 00:00:00+00:00,2.8725,-6.1275,-2.5170834,42558.176,0.3,0.0,0.21000001,3.0,34.38895,58.679996,273.0199
2022-03-14 00:00:00+00:00,13.2725,-2.5774999,3.7141666,42722.887,0.0,0.0,0.0,0.0,19.107151,34.56,232.24178
2022-03-15 00:00:00+00:00,15.7225,3.1225,8.637084,42887.656,0.0,0.0,0.0,0.0,22.26477,36.0,206.63336
2022-03-16 00:00:00+00:00,16.422499,3.1225,10.374583,43052.37,0.1,0.1,0.0,1.0,19.803272,35.64,253.02014
2022-03-17 00:00:00+00:00,11.9725,3.8225002,7.3308334,43216.92,6.1,6.1,0.0,10.0,18.581022,31.319998,45.907383
2022-03-18 00:00:00+00:00,20.7725,7.3225,12.014167,43381.207,0.5,0.5,0.0,3.0,16.92383,31.319998,207.40741
2022-03-19 00:00:00+00:00,17.672499,6.7225,11.618333,43545.113,0.1,0.1,0.0,1.0,18.837322,30.960001,140.4613
2022-03-20 00:00:00+00:00,16.2725,8.5225,11.978749,43708.543,3.2,3.2,0.0,1.0,25.455843,44.28,275.0545
2022-03-21 00:00:00+00:00,15.7225,4.9725,9.65375,43871.383,0.1,0.1,0.0,1.0,30.282827,52.199997,302.50458
2022-03-22 00:00:00+00:00,13.0725,4.4725,8.739166,44033.52,0.0,0.0,0.0,0.0,24.344624,43.56,312.54532
2022-03-23 00:00:00+00:00,8.1225,1.4725001,5.1141667,44194.85,0.0,0.0,0.0,0.0,20.94507,35.64,63.838474
2022-03-24 00:00:00+00:00,9.6725,3.6225,6.6704173,44355.473,21.2,21.2,0.0,16.0,26.36616,46.44,60.071995
2022-03-25 00:00:00+00:00,15.9225,4.6225,9.353749,44516.53,10.999999,10.999999,0.0,6.0,29.337238,50.399998,292.2447
2022-03-26 00:00:00+00:00,10.1225,6.4225,8.455833,44678.133,5.8,5.0,0.56,6.0,20.49156,38.519997,251.22896
2022-03-27 00:00:00+00:00,7.7225,1.8725,4.7933335,44840.18,0.3,0.3,0.0,3.0,26.089447,45.719997,279.91187
2022-03-28 00:00:00+00:00,2.1225,-5.3275,-1.8212501,45002.566,0.1,0.0,0.07,1.0,32.26572,55.8,300.2225
2022-03-29 00:00:00+00:00,3.2225,-5.1775,-1.4941669,45165.203,0.0,0.0,0.0,0.0,30.58517,53.28,312.81042
2022-03-30 00:00:00+00:00,5.6725,-3.4775,0.68708324,45327.99,0.0,0.0,0.0,0.0,18.03237,30.599998,268.65213
2022-03-31 00:00:00+00:00,18.922499,3.3725,11.187083,45490.812,1.9,1.9,0.0,2.0,36.258274,63.36,190.5391
2022-04-01 00:00:00+00:00,16.2225,8.2225,12.455833,45653.582,4.9999995,4.9999995,0.0,8.0,34.62369,63.36,258.21262
2022-04-02 00:00:00+00:00,11.1225,1.3725001,5.907917,45816.184,0.0,0.0,0.0,0.0,28.236486,47.519997,294.0055
2022-04-03 00:00:00+00:00,8.5225,3.4225001,5.7620835,45978.523,3.1999998,3.1999998,0.0,5.0,14.764389,33.12,187.93031
2022-04-04 00:00:00+00:00,12.2725,2.6725001,6.974584,46140.5,0.4,0.4,0.0,2.0,24.993437,40.32,307.18863
2022-04-05 00:00:00+00:00,12.0725,1.2225001,6.537083,46302.0,0.0,0.0,0.0,0.0,17.174677,30.960001,156.59955
2022-04-06 00:00:00+00:00,12.6225,6.3225,8.532916,46462.914,21.8,21.8,0.0,17.0,33.626774,60.479996,51.59629
2022-04-07 00:00:00+00:00,9.8225,5.9225,8.264167,46623.14,24.6,24.6,0.0,11.0,38.6208,62.279995,91.07734
2022-04-08 00:00:00+00:00,16.672499,6.8725,11.995416,46782.566,47.399994,47.399994,0.0,8.0,35.50155,63.72,235.25943
2022-04-09 00:00:00+00:00,13.9225,5.1725,9.443334,46941.07,5.5999994,5.5999994,0.0,13.0,22.127556,43.199997,247.68585
2022-04-10 00:00:00+00:00,9.9225,3.5725,7.3662505,47098.55,0.0,0.0,0.0,0.0,31.160282,53.639996,306.60715
2022-04-11 00:00:00+00:00,12.7225,1.9725001,6.943334,47254.883,0.0,0.0,0.0,0.0,22.065973,36.719997,283.14984
2022-04-12 00:00:00+00:00,20.6225,7.5225,12.31,47409.945,1.6,1.6,0.0,3.0,19.681828,36.0,262.02826
2022-04-13 00:00:00+00:00,18.322498,7.2225,12.832916,47563.83,0.0,0.0,0.0,0.0,18.58451,35.64,100.05431
2022-04-14 00:00:00+00:00,28.572498,13.1225,19.605833,47717.625,0.1,0.1,0.0,1.0,27.14123,44.639996,233.23553
2022-04-15 00:00:00+00:00,19.6225,6.1725,14.055833,47871.43,0.1,0.1,0.0,1.0,23.084955,42.48,285.8339
2022-04-16 00:00:00+00:00,19.7725,12.4225,14.7225,48025.152,1.7,1.7,0.0,2.0,27.345785,44.28,206.10435
2022-04-17 00:00:00+00:00,10.5725,4.0725,7.7808337,48178.68,3.0000002,3.0000002,0.0,6.0,30.978828,54.36,318.88016
2022-04-18 00:00:00+00:00,10.0725,1.4225,5.743334,48331.902,0.3,0.3,0.0,1.0,26.826641,48.6,91.378815
2022-04-19 00:00:00+00:00,11.2225,4.6725,7.839166,48484.715,34.299995,34.299995,0.0,13.0,42.530308,82.439995,306.10522
2022-04-20 00:00:00+00:00,13.9225,3.2725,8.19125,48637.01,0.0,0.0,0.0,0.0,26.807312,47.16,276.64774
2022-04-21 00:00:00+00:00,12.9225,4.7225,8.603749,48788.67,0.3,0.3,0.0,1.0,34.177254,58.679996,153.06154
2022-04-22 00:00:00+00:00,18.2225,8.2725,13.135001,48939.582,0.0,0.0,0.0,0.0,22.26477,39.96,287.4587
2022-04-23 00:00:00+00:00,14.5225,6.4725,10.524586,49089.625,0.0,0.0,0.0,0.0,14.05845,29.519999,21.985275
2022-04-24 00:00:00+00:00,15.5225,7.2725,11.068334,49238.69,0.0,0.0,0.0,0.0,25.41763,46.079998,120.23915
2022-04-25 00:00:00+00:00,14.4225,6.0725,9.639166,49386.64,0.0,0.0,0.0,0.0,22.406927,41.039997,116.08784
2022-04-26 00:00:00+00:00,16.2225,9.7725,12.174584,49533.36,2.2,2.2,0.0,8.0,12.538134,24.48,85.22323
2022-04-27 00:00:00+00:00,14.5725,7.0725,11.155833,49678.72,2.7,2.7,0.0,4.0,31.796375,54.36,300.89127
2022-04-28 00:00:00+00:00,12.3225,3.0725,7.14125,49822.586,0.0,0.0,0.0,0.0,34.679794,59.399998,317.04874
2022-04-29 00:00:00+00:00,15.2725,3.1225,8.864166,49964.832,0.0,0.0,0.0,0.0,28.394392,50.399998,316.07147
2022-04-30 00:00:00+00:00,17.672499,4.1225,10.918334,50105.31,0.0,0.0,0.0,0.0,20.304129,34.56,326.5055
2022-05-01 00:00:00+00:00,18.572498,5.2725,11.162084,50243.89,0.0,0.0,0.0,0.0,17.87718,33.48,139.82835
2022-05-02 00:00:00+00:00,14.8225,10.0225,12.049583,50380.43,3.7999995,3.7999995,0.0,12.0,16.516901,29.519999,92.81354
2022-05-03 00:00:00+00:00,18.322498,7.1725,11.651665,50514.977,0.0,0.0,0.0,0.0,22.66857,42.12,58.764572
2022-05-04 00:00:00+00:00,20.4725,8.8725,12.607918,50648.56,5.2999997,5.2999997,0.0,9.0,18.079027,33.12,138.71542
2022-05-05 00:00:00+00:00,21.7725,11.0725,15.745416,50781.266,0.0,0.0,0.0,0.0,17.64,32.039997,0.29230964
2022-05-06 00:00:00+00:00,15.5225,11.2725,13.035,50912.98,14.9,14.9,0.0,13.0,13.708391,23.039999,149.66272
2022-05-07 00:00:00+00:00,10.3725,7.4725,8.96,51043.59,33.000004,33.000004,0.0,24.0,32.978832,57.6,52.652126
2022-05-08 00:00:00+00:00,12.7725,6.7225,9.189167,51172.97,3.9999995,3.9999995,0.0,9.0,30.421598,51.839996,44.16033
2022-05-09 00:00:00+00:00,18.6225,5.7725,11.566249,51301.008,0.8,0.8,0.0,2.0,24.379204,43.56,35.23416
2022-05-10 00:00:00+00:00,19.8725,7.7225,13.516251,51427.57,0.0,0.0,0.0,0.0,24.149532,42.48,37.53047
2022-05-11 00:00:00+00:00,21.072498,8.6225,14.630833,51552.543,0.0,0.0,0.0,0.0,23.277834,42.12,40.76488
2022-05-12 00:00:00+00:00,20.8725,10.6225,15.172498,51675.793,0.0,0.0,0.0,0.0,16.09969,29.16,68.741005
2022-05-13 00:00:00+00:00,21.2725,12.9725,15.912084,51797.19,1.7000002,1.7000002,0.0,10.0,14.05845,26.64,80.807816
2022-05-14 00:00:00+00:00,20.572498,14.5225,16.5725,51916.605,2.7,2.7,0.0,10.0,15.7908325,30.239998,144.2631
2022-05-15 00:00:00+00:00,24.6225,13.9225,17.597498,52033.902,5.4,5.4,0.0,7.0,20.969805,39.6,174.0866
2022-05-16 00:00:00+00:00,23.072498,15.2225,18.722502,52148.934,6.9000006,6.9000006,0.0,6.0,24.884306,47.88,197.0458
2022-05-17 00:00:00+00:00,23.072498,11.5225,17.818333,52261.574,0.0,0.0,0.0,0.0,32.47192,56.16,274.94675
2022-05-18 00:00:00+00:00,21.2725,11.2725,16.1975,52371.67,0.0,0.0,0.0,0.0,19.734436,32.039997,313.66116
2022-05-19 00:00:00+00:00,21.7725,12.3725,15.855832,52479.09,14.1,14.1,0.0,11.0,13.32,25.199999,176.12747
2022-05-20 00:00:00+00:00,21.322498,10.8725,15.866249,52583.676,5.7999997,5.7999997,0.0,3.0,22.288042,40.68,126.88744
2022-05-21 00:00:00+00:00,32.0225,16.072498,21.824583,52685.285,0.0,0.0,0.0,0.0,20.771093,38.16,145.16907
2022-05-22 00:00:00+00:00,30.5225,20.4725,25.243332,52783.773,1.1,1.1,0.0,1.0,18.919704,36.719997,224.12874
2022-05-23 00:00:00+00:00,24.3725,15.4725,20.041248,52879.13,0.0,0.0,0.0,0.0,22.59699,37.079998,349.08212
2022-05-24 00:00:00+00:00,19.1225,14.6225,16.572498,52972.164,0.1,0.1,0.0,1.0,19.513195,35.28,94.70155
2022-05-25 00:00:00+00:00,18.9725,11.0225,14.726666,53062.93,0.0,0.0,0.0,0.0,19.08,34.2,134.52522
2022-05-26 00:00:00+00:00,19.5225,10.9725,14.959999,53151.332,0.0,0.0,0.0,0.0,25.38702,44.28,151.656
2022-05-27 00:00:00+00:00,23.6225,16.172499,19.151667,53237.285,3.0000002,3.0000002,0.0,7.0,23.598541,50.76,171.55383
2022-05-28 00:00:00+00:00,23.0225,17.7225,20.078749,53320.69,16.1,16.1,0.0,14.0,21.26744,40.68,242.9615
2022-05-29 00:00:00+00:00,24.4725,13.7225,19.374582,53401.45,0.0,0.0,0.0,0.0,17.581125,30.239998,289.48343
2022-05-30 00:00:00+00:00,28.9725,14.9225,21.030832,53479.473,0.0,0.0,0.0,0.0,24.703976,42.48,192.70708
2022-05-31 00:00:00+00:00,33.5725,20.822498,26.728752,53554.664,0.0,0.0,0.0,0.0,17.072504,30.960001,273.61227
2022-06-01 00:00:00+00:00,28.422499,15.822499,19.564165,53626.92,0.2,0.2,0.0,1.0,19.08,37.8,109.6732
2022-06-02 00:00:00+00:00,26.7725,15.6225,19.96208,53696.15,15.8,15.8,0.0,10.0,13.698934,27.359999,202.0792
2022-06-03 00:00:00+00:00,24.2725,18.2225,20.537083,53762.258,2.4999998,2.4999998,0.0,8.0,19.353138,35.28,117.5972
2022-06-04 00:00:00+00:00,26.322498,13.3225,20.039164,53825.14,0.0,0.0,0.0,0.0,23.068108,41.039997,249.44386
2022-06-05 00:00:00+00:00,23.7225,13.0725,18.734999,53884.707,0.0,0.0,0.0,0.0,19.110542,32.760002,333.85312
2022-06-06 00:00:00+00:00,25.922499,13.0725,19.401667,53940.863,0.0,0.0,0.0,0.0,23.452555,43.199997,189.51656
2022-06-07 00:00:00+00:00,24.4725,14.3725,19.75583,53993.508,0.2,0.2,0.0,2.0,34.152596,57.96,181.33693
2022-06-08 00:00:00+00:00,29.2725,19.0225,22.551666,54042.547,1.1000001,1.1000001,0.0,6.0,27.416782,47.16,209.09009
2022-06-09 00:00:00+00:00,28.072498,19.2725,22.866251,54087.89,9.400001,9.400001,0.0,10.0,29.16,50.76,238.96112
2022-06-10 00:00:00+00:00,26.072498,14.8725,20.455832,54129.438,0.0,0.0,0.0,0.0,23.557316,38.88,295.3888
2022-06-11 00:00:00+00:00,24.172499,15.5725,20.25583,54167.098,0.8,0.8,0.0,4.0,10.086427,30.599998,314.6527
2022-06-12 00:00:00+00:00,22.6225,15.8725,18.94125,54200.84,8.3,8.3,0.0,12.0,24.546085,44.28,183.90674
2022-06-13 00:00:00+00:00,27.422499,17.1225,22.297499,54230.94,4.6,4.6,0.0,9.0,15.546833,34.92,186.58182
2022-06-14 00:00:00+00:00,27.7225,18.7725,22.487083,54257.44,0.0,0.0,0.0,0.0,23.664352,40.32,1.9324975
2022-06-15 00:00:00+00:00,26.7725,17.3725,21.962082,54280.336,0.0,0.0,0.0,0.0,27.598173,51.12,122.635925
2022-06-16 00:00:00+00:00,22.9725,17.4725,19.907915,54299.62,13.1,13.1,0.0,5.0,30.018473,49.68,167.8697
2022-06-17 00:00:00+00:00,31.872498,19.2225,24.234999,54315.293,0.0,0.0,0.0,0.0,31.259941,53.28,246.15086
2022-06-18 00:00:00+00:00,26.5225,17.572498,20.459997,54327.36,0.0,0.0,0.0,0.0,31.853388,55.44,317.56302
2022-06-19 00:00:00+00:00,22.072498,12.5225,17.085001,54335.805,0.0,0.0,0.0,0.0,32.52177,56.519997,326.27847
2022-06-20 00:00:00+00:00,26.322498,12.9725,19.351665,54340.645,0.0,0.0,0.0,0.0,19.8,47.88,315.9596
2022-06-21 00:00:00+00:00,26.322498,14.0225,19.853748,54341.88,0.9,0.9,0.0,1.0,13.493999,24.48,245.70615
2022-06-22 00:00:00+00:00,21.1225,16.7725,18.91208,54339.52,2.6,2.6,0.0,10.0,25.501621,44.639996,129.73338
2022-06-23 00:00:00+00:00,22.172499,15.822499,18.853746,54333.566,2.3,2.3,0.0,8.0,18.514643,36.0,123.08402
2022-06-24 00:00:00+00:00,25.7725,14.6725,20.097498,54324.03,0.6,0.6,0.0,5.0,21.313093,38.16,175.57182
2022-06-25 00:00:00+00:00,32.3225,17.9725,24.09958,54310.93,0.0,0.0,0.0,0.0,23.266697,44.639996,218.63522
2022-06-26 00:00:00+00:00,30.672499,19.8725,24.362082,54294.27,0.0,0.0,0.0,0.0,32.44996,55.079998,181.46312
2022-06-27 00:00:00+00:00,26.4725,22.2225,24.018332,54274.062,8.500001,8.500001,0.0,10.0,26.437336,48.6,212.55093
2022-06-28 00:00:00+00:00,27.7225,19.072498,22.397497,54250.336,0.2,0.2,0.0,1.0,15.978486,28.44,333.3108
2022-06-29 00:00:00+00:00,28.9725,17.0225,22.46625,54223.094,0.0,0.0,0.0,0.0,29.655787,51.48,193.21278
2022-06-30 00:00:00+00:00,31.5225,17.322498,23.795416,54192.375,0.0,0.0,0.0,0.0,23.039999,39.6,259.66968
2022-07-01 00:00:00+00:00,33.622498,20.2725,26.226667,54158.176,0.0,0.0,0.0,0.0,33.948975,57.96,210.68628
2022-07-02 00:00:00+00:00,30.1225,22.822498,25.370415,54120.465,14.6,14.6,0.0,7.0,20.929596,40.68,225.69708
2022-07-03 00:00:00+00:00,30.9725,21.172499,25.61625,54078.86,0.1,0.1,0.0,1.0,10.829959,22.68,346.1088
2022-07-04 00:00:00+00:00,29.9725,17.8725,24.180832,54033.4,0.0,0.0,0.0,0.0,19.083395,35.64,313.89835
2022-07-05 00:00:00+00:00,30.1225,20.0225,24.207916,53984.168,0.8,0.8,0.0,4.0,32.52177,55.8,188.94234
2022-07-06 00:00:00+00:00,31.672499,21.672499,26.222496,53931.285,0.2,0.2,0.0,2.0,21.370783,44.639996,276.89407
2022-07-07 00:00:00+00:00,26.8725,21.7725,24.314161,53874.848,0.0,0.0,0.0,0.0,23.740902,42.12,100.764534
2022-07-08 00:00:00+00:00,28.822498,19.4725,23.237083,53814.96,1.4000001,1.4000001,0.0,8.0,16.981165,33.48,170.5592
2022-07-09 00:00:00+00:00,29.5225,20.6225,24.068335,53751.74,0.0,0.0,0.0,0.0,24.248613,43.56,90.89047
2022-07-10 00:00:00+00:00,27.1225,18.5225,22.782915,53685.273,0.0,0.0,0.0,0.0,23.157824,42.12,92.34255
2022-07-11 00:00:00+00:00,28.322498,17.4725,22.326666,53615.676,0.0,0.0,0.0,0.0,35.230373,59.399998,185.10318
2022-07-12 00:00:00+00:00,33.7725,19.322498,25.180834,53543.055,0.6,0.6,0.0,2.0,36.233242,59.399998,212.44362
2022-07-13 00:00:00+00:00,32.622498,21.322498,27.114164,53467.51,0.0,0.0,0.0,0.0,30.009838,52.92,222.70935
2022-07-14 00:00:00+00:00,31.422499,21.4725,25.899582,53389.156,0.3,0.3,0.0,1.0,20.833395,41.760002,213.56282
2022-07-15 00:00:00+00:00,29.0225,20.4725,25.080833,53308.09,0.1,0.1,0.0,1.0,20.140705,36.719997,40.43464
2022-07-16 00:00:00+00:00,27.6225,20.1225,23.451666,53224.41,3.6,3.6,0.0,6.0,17.727943,34.56,149.82874
2022-07-17 00:00:00+00:00,27.822498,19.922499,23.5475,53138.23,10.500001,10.500001,0.0,8.0,19.201874,35.64,167.76932
2022-07-18 00:00:00+00:00,29.9725,22.322498,25.0475,53049.652,12.099999,12.099999,0.0,8.0,23.051247,48.6,187.21951
2022-07-19 00:00:00+00:00,33.5725,21.2225,26.534998,52958.766,0.90000004,0.90000004,0.0,3.0,24.696102,43.92,258.83588
2022-07-20 00:00:00+00:00,33.8225,22.322498,27.876663,52865.688,0.0,0.0,0.0,0.0,20.65848,35.64,218.3215
